fir_id,district_id,station_id,crime_head,crime_category,ipc_bns_sections,crime_date,crime_time,registration_date,registration_time,latitude,longitude,description,District_Name,District_Population,Station_Name,Station_Type,Station_Jurisdiction_Area,Victim_Count,First_Victim_Name,First_Victim_Gender,First_Victim_Age,Any_Fatal_Injury,Accused_Count,First_Accused_Name,First_Accused_Gender,First_Accused_Age,Any_Absconding,Any_Previous_Record,Witness_Count,Any_High_Reliability_Witness,Primary_Vehicle_Category,Total_Vehicle_Value_INR,Weapon_Count,Primary_Weapon_Type,Any_Unlicensed_Weapon,Cyber_Attack_Vector,Cyber_Target_System,Cyber_Financial_Loss_INR,Cyber_Flag,Economic_Fraud_Type,Economic_Amount_Involved_INR,Economic_Affected_Entity_Type,Evidence_Count,FSL_Sent_Count,Investigation_Actions_Count,Last_Action_Date,First_Action_Date,Investigation_Status,Investigation_Days,Has_ChargeSheet,Court_Name,ChargeSheet_Total_Accused,ChargeSheet_Filing_Date,Has_Judgment,Judgment_Result,Sentence_Details,Sentence_Years,Life_Sentence_Flag,Fine_Amount_INR,Judgment_Date,Court_Type,ChargeSheet_Days,Weapon_Used_Flag,crime_year,crime_month,crime_dayofweek,crime_is_weekend,crime_time_of_day,reporting_delay_days,investigation_duration_days,chargesheet_duration_days,victim_age_group,accused_age_group,description_word_count,description_char_count
FIR-2024-BLR-005236,DIST-000001,PS-000034,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-20,00:45:16,2024-04-20,22:15:24,-37.76491,-5.151161,Incident reported at Shroff Law & Order Police Station regarding Cyber Crime. Nihil ab vitae voluptatibus. Placeat modi expedita voluptatem facere aspernatur alias. Nostrum animi ullam cupiditate reiciendis. Doloribus voluptate nisi optio commodi explicabo a quidem. Voluptatibus quas minus suscipit. Id possimus culpa reprehenderit perspiciatis.,Bengaluru City,13608000,Shroff Law & Order Police Station,Law & Order,Shroff and surrounding areas,1,Siddaramaiah Reddy,Male,40,False,1,Kumar Chalavadi,Male,25,False,False,4,True,Four-Wheeler,790000.0,1,Sword / Talwar,False,SIM Swapping,Mobile Banking Application,455000.0,True,Real Estate Fraud,9050000.0,Private Corporation,3,3,3,2024-04-29,2024-04-22,COMPLETED,7,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,4,Saturday,True,Night,0,7,,35-49,18-24,45,346
FIR-2024-BLR-005237,DIST-000001,PS-000015,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-10-16,04:32:27,2024-10-16,01:46:05,-0.6984395,115.953914,Incident reported at Dewan Traffic Police Station regarding Cyber Crime. Nam amet doloremque. Ratione in officiis atque reiciendis. Ipsum nam doloremque. Unde quibusdam aspernatur illo maiores. Hic temporibus enim. Harum nam ipsa iste maiores adipisci consectetur.,Bengaluru City,13608000,Dewan Traffic Police Station,Traffic,Dewan and surrounding areas,1,Santosh Joshi,Male,43,False,1,Karthik Acharya,Male,44,False,True,4,True,Four-Wheeler,805000.0,2,Iron Rod / Crowbar,False,Unauthorized Access / Hacking,Corporate Cloud Server,467500.0,True,Bank Loan Fraud,9300000.0,Government Department,2,2,1,2024-10-21,2024-10-21,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,10,Wednesday,False,Night,0,0,,35-49,35-49,36,264
FIR-2024-BLR-005238,DIST-000001,PS-000057,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-09-20,19:37:47,2024-09-23,23:16:19,-0.7909455,83.548162,Incident reported at Agate Law & Order Police Station regarding Cyber Crime. Eum assumenda necessitatibus tenetur. Quisquam odit quia. Architecto laudantium quam vitae. Cumque animi itaque soluta. Illum eius asperiores quos.,Bengaluru City,13608000,Agate Law & Order Police Station,Law & Order,Agate and surrounding areas,1,Anand Naidu,Male,46,False,1,Ramesh Rao,Male,34,False,True,3,True,Auto-Rickshaw,290000.0,1,Gelatin Sticks / Detonators,False,Social Media Impersonation,ATM / PoS Terminal,480000.0,True,Tax Evasion,9550000.0,Private Corporation,3,2,2,2024-09-26,2024-09-24,COMPLETED,2,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,9,Friday,False,Evening,3,2,,35-49,25-34,31,224
FIR-2024-BLR-005239,DIST-000001,PS-000015,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-15,20:25:45,2024-11-15,22:01:08,18.077555,16.665761,Incident reported at Dewan Traffic Police Station regarding Cyber Crime. At assumenda magni nihil optio modi nobis. Nulla esse autem impedit esse ut eveniet. Earum sed tempore odio. Perferendis eligendi rem. Esse illum et fugiat voluptatem.,Bengaluru City,13608000,Dewan Traffic Police Station,Traffic,Dewan and surrounding areas,1,Anand Pujari,Male,71,False,1,Puneeth Chalavadi,Male,28,False,True,4,True,Commercial / LCV,835000.0,2,0.32 Calibre Revolver,False,Investment / Crypto Scam,E-Commerce Payment Gateway,492500.0,True,Insider Trading,9800000.0,Government Department,3,3,3,2024-11-27,2024-11-18,COMPLETED,9,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,11,Friday,False,Evening,0,9,,65+,25-34,36,240
FIR-2024-BLR-005240,DIST-000001,PS-000059,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-02-15,01:54:52,2024-02-16,04:48:23,63.8012075,-104.079671,Incident reported at Barad Law & Order Police Station regarding Cyber Crime. Adipisci tempora aut excepturi. Quam aspernatur non aspernatur illo. Tempora corporis officiis suscipit aliquid totam. Modi iure excepturi ratione. Sed ducimus corporis rem.,Bengaluru City,13608000,Barad Law & Order Police Station,Law & Order,Barad and surrounding areas,1,Kavitha Angadi,Female,30,False,1,Chetan Acharya,Male,20,False,True,3,True,Two-Wheeler,65000.0,2,9mm Pistol,True,Phishing / Vishing,Social Media Profile,5000.0,True,Corporate Fraud,10050000.0,Private Corporation,2,2,1,2024-02-17,2024-02-17,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,2,Thursday,False,Night,1,0,,25-34,18-24,35,250
FIR-2024-BLR-005241,DIST-000001,PS-000017,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-27,22:54:28,2024-07-27,16:56:28,42.539747,15.852702,Incident reported at Pai Law & Order Police Station regarding Cyber Crime. Numquam dolore eligendi. Voluptate mollitia eligendi debitis esse aliquid optio. Repellat at esse officiis. Voluptatum ratione vero eveniet aliquid quod.,Bengaluru City,13608000,Pai Law & Order Police Station,Law & Order,Pai and surrounding areas,1,Bhagya Kulkarni,Female,68,False,2,Ramesh Hiremath,Male,19,False,False,2,True,Two-Wheeler,80000.0,1,Switchblade / Dagger,False,UPI Payment Fraud,Personal Email Account,17500.0,True,Embezzlement / Misappropriation,10300000.0,Government Department,3,3,2,2024-08-01,2024-07-29,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,7,Saturday,True,Night,0,3,,65+,18-24,32,228
FIR-2024-BLR-005242,DIST-000001,PS-000004,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-03-01,13:58:58,2024-03-04,11:23:14,-30.7962695,-8.060271,Incident reported at Walia Law & Order Police Station regarding Cyber Crime. Autem ad sequi numquam totam. Placeat corrupti labore reiciendis dolor deserunt. Corporis voluptatum eum suscipit molestias quas. Natus vitae totam alias repudiandae deleniti.,Bengaluru City,13608000,Walia Law & Order Police Station,Law & Order,Walia and surrounding areas,1,Nagaraj Kamat,Male,36,False,1,Darshan Angadi,Male,30,True,False,3,True,Two-Wheeler,95000.0,2,Sword / Talwar,False,Ransomware / Malware,Cryptocurrency Wallet,30000.0,True,Money Laundering,10550000.0,Private Corporation,2,1,3,2024-03-14,2024-03-08,COMPLETED,6,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,3,Friday,False,Afternoon,3,6,,35-49,25-34,35,252
FIR-2024-BLR-005243,DIST-000001,PS-000009,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-17,00:44:48,2024-07-24,15:26:27,51.754152,-150.583059,Incident reported at Borde Law & Order Police Station regarding Cyber Crime. Blanditiis tenetur voluptatem labore explicabo. Labore a temporibus quas laboriosam. Pariatur neque modi quis. Optio praesentium molestiae ducimus aut esse. Aut alias iusto exercitationem. Aliquam eius at quidem ex harum facilis corporis.,Bengaluru City,13608000,Borde Law & Order Police Station,Law & Order,Borde and surrounding areas,1,Roopa Reddy,Female,62,False,1,Prakash Kuruba,Male,35,False,True,4,True,Two-Wheeler,110000.0,1,Wooden Lathi / Club,False,Identity Theft,Mobile Banking Application,42500.0,True,Chit Fund Scam,10800000.0,Government Department,3,3,1,2024-07-26,2024-07-26,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,7,Wednesday,False,Night,7,0,,50-64,25-34,44,315
FIR-2024-BLR-005244,DIST-000001,PS-000018,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-01,03:40:19,2024-11-02,05:55:59,49.5362935,161.948435,Incident reported at Nanda Law & Order Police Station regarding Cyber Crime. Rem quisquam alias expedita sequi debitis cum. Modi a laudantium voluptatibus explicabo fuga velit praesentium. Harum magni vitae doloribus blanditiis necessitatibus doloremque. Ipsa ad rerum facilis temporibus recusandae nihil. Minus ut tempora aperiam eveniet facilis voluptatem.,Bengaluru City,13608000,Nanda Law & Order Police Station,Law & Order,Nanda and surrounding areas,1,Ravi Hegde,Male,31,False,1,Devaraj Gowda,Male,27,False,True,3,True,Four-Wheeler,710000.0,2,Gelatin Sticks / Detonators,False,SIM Swapping,Corporate Cloud Server,55000.0,True,Real Estate Fraud,11050000.0,Private Corporation,3,3,2,2024-11-09,2024-11-05,COMPLETED,4,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,11,Friday,False,Night,1,4,,25-34,25-34,48,358
FIR-2024-BLR-005245,DIST-000001,PS-000042,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-12-02,06:56:00,2024-12-09,06:53:13,-7.9714885,-154.900048,Incident reported at Khatri Law & Order Police Station regarding Cyber Crime. Dolorem praesentium rem impedit enim. Repudiandae molestiae praesentium dolorum aspernatur id molestias. Quia omnis ullam facilis voluptatum nemo. Vitae deleniti cumque voluptates. Sed et veritatis molestiae animi aliquid.,Bengaluru City,13608000,Khatri Law & Order Police Station,Law & Order,Khatri and surrounding areas,1,Raghu Acharya,Male,48,False,1,Basavaraj Acharya,Male,30,False,False,4,True,Four-Wheeler,725000.0,1,12 Bore DBBL Gun,True,Unauthorized Access / Hacking,ATM / PoS Terminal,67500.0,True,Bank Loan Fraud,11300000.0,Government Department,3,3,3,2024-12-17,2024-12-14,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,12,Monday,False,Morning,7,3,,35-49,25-34,40,300
FIR-2024-BLR-005246,DIST-000001,PS-000084,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-12,18:08:25,2024-07-19,23:26:13,75.247535,58.575677,Incident reported at Dutta Law & Order Police Station regarding Cyber Crime. Fuga dolore inventore deserunt. Quidem perferendis odio odio aliquid ducimus. Est voluptatum tenetur iste. Quisquam aperiam voluptatum quisquam quae incidunt ducimus delectus. Vero voluptas itaque cumque. Neque voluptatum numquam magnam cupiditate saepe possimus laudantium.,Bengaluru City,13608000,Dutta Law & Order Police Station,Law & Order,Dutta and surrounding areas,1,Basavaraj Hegde,Male,51,False,1,Kumar Joshi,Male,18,True,False,4,True,Four-Wheeler,740000.0,2,9mm Pistol,False,Social Media Impersonation,E-Commerce Payment Gateway,80000.0,True,Tax Evasion,11550000.0,Private Corporation,2,2,1,2024-07-22,2024-07-22,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,7,Friday,False,Evening,7,0,,50-64,<18,46,351
FIR-2024-BLR-005247,DIST-000001,PS-000027,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-12-04,07:55:07,2024-12-04,20:58:17,38.8059135,149.246488,Incident reported at Kashyap Law & Order Police Station regarding Cyber Crime. Officiis ab non soluta quasi omnis placeat minima. Officia sunt tempora dolores fugiat qui impedit. Similique necessitatibus eum. Sunt incidunt explicabo repellendus inventore atque. Aliquid hic occaecati vitae nam impedit voluptate. Reprehenderit dolores a consequatur blanditiis officiis id.,Bengaluru City,13608000,Kashyap Law & Order Police Station,Law & Order,Kashyap and surrounding areas,1,Prakash Kulkarni,Male,52,False,1,Praveen Joshi,Male,21,False,False,2,False,Four-Wheeler,755000.0,1,Switchblade / Dagger,False,Investment / Crypto Scam,Social Media Profile,92500.0,True,Insider Trading,11800000.0,Government Department,3,3,2,2024-12-13,2024-12-08,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,12,Wednesday,False,Morning,0,5,,50-64,18-24,50,372
FIR-2024-BLR-005248,DIST-000001,PS-000026,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-01-01,05:40:05,2024-01-08,15:46:16,69.8613425,-34.094223,Incident reported at Choudhury Law & Order Police Station regarding Cyber Crime. Ducimus atque repellat repellat in debitis aperiam. Eligendi repellendus iusto deleniti commodi doloribus rerum. Illo iste totam ad. Accusamus itaque illo alias ea sit debitis. Illo optio debitis placeat quia. Ex commodi rem sequi perferendis voluptate.,Bengaluru City,13608000,Choudhury Law & Order Police Station,Law & Order,Choudhury and surrounding areas,1,Chetan Acharya,Male,19,False,1,Manjunatha Joshi,Male,30,False,True,2,True,Auto-Rickshaw,240000.0,2,Sword / Talwar,False,Phishing / Vishing,Personal Email Account,105000.0,True,Corporate Fraud,12050000.0,Private Corporation,2,2,3,2024-01-14,2024-01-09,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,1,Monday,False,Morning,7,5,,18-24,25-34,48,334
FIR-2024-BLR-005249,DIST-000001,PS-000039,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-01-10,02:31:38,2024-01-10,12:32:53,-50.631627,12.587533,Incident reported at Dora Traffic Police Station regarding Cyber Crime. Veritatis deserunt quae saepe. Iste corrupti assumenda veritatis molestiae. Nobis molestiae libero aliquid consectetur laboriosam perspiciatis. Nesciunt explicabo optio dolorum culpa doloribus voluptates. Est eligendi ratione. Reprehenderit laboriosam saepe modi architecto nulla facere. In quo veritatis praesentium consequuntur. Quam neque officia at sunt.,Bengaluru City,13608000,Dora Traffic Police Station,Traffic,Dora and surrounding areas,1,Vijay Hiremath,Male,35,False,1,Prakash Naidu,Male,18,False,True,3,True,Commercial / LCV,785000.0,1,Wooden Lathi / Club,False,UPI Payment Fraud,Cryptocurrency Wallet,117500.0,True,Embezzlement / Misappropriation,12300000.0,Government Department,2,2,1,2024-01-14,2024-01-14,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,1,Wednesday,False,Night,0,0,,25-34,<18,53,430
FIR-2024-BLR-005250,DIST-000001,PS-000053,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-02-12,07:22:31,2024-02-12,03:10:13,67.0207385,91.88401,Incident reported at Bengaluru City Cyber Crime (CEN) 11 regarding Cyber Crime. Aut eos atque a eaque mollitia. Quaerat eligendi soluta odit expedita pariatur quam. Rerum modi sequi neque natus expedita laborum. Quidem inventore corrupti ipsum.,Bengaluru City,13608000,Bengaluru City Cyber Crime (CEN) 11,Cyber Crime (CEN),Rao and surrounding areas,1,Mahesh Gowda,Male,67,False,1,Ravi Nayak,Male,51,False,False,3,True,Two-Wheeler,215000.0,1,Gelatin Sticks / Detonators,False,Ransomware / Malware,Mobile Banking Application,130000.0,True,Money Laundering,12550000.0,Private Corporation,2,1,2,2024-02-18,2024-02-17,COMPLETED,1,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,2,Monday,False,Morning,0,1,,65+,50-64,36,244
FIR-2024-BLR-005251,DIST-000001,PS-000065,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-10-25,09:16:16,2024-10-25,16:19:15,45.3994205,-124.567729,Incident reported at Kumer Crime Police Station regarding Cyber Crime. Rerum voluptatem perferendis fuga vitae sint eaque. Ut blanditiis nam repudiandae. Pariatur tempora dolore adipisci aut. Quo impedit enim deserunt consequuntur incidunt.,Bengaluru City,13608000,Kumer Crime Police Station,Crime,Kumer and surrounding areas,1,Puneeth Chalavadi,Male,44,False,1,Prakash Shetty,Male,30,False,True,3,True,Two-Wheeler,230000.0,2,0.32 Calibre Revolver,True,Identity Theft,Corporate Cloud Server,142500.0,True,Chit Fund Scam,12800000.0,Government Department,3,3,3,2024-11-03,2024-10-27,COMPLETED,7,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,10,Friday,False,Morning,0,7,,35-49,25-34,32,240
FIR-2024-BLR-005252,DIST-000001,PS-000003,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-13,12:47:01,2024-11-14,08:12:49,38.119002,-72.685499,Incident reported at Rout Law & Order Police Station regarding Cyber Crime. Temporibus magnam accusamus quibusdam voluptatibus. Fugiat similique explicabo facere commodi itaque natus. Odio rem amet nostrum facere suscipit sunt. Magnam doloremque earum exercitationem sit. Consequuntur error culpa perspiciatis.,Bengaluru City,13608000,Rout Law & Order Police Station,Law & Order,Rout and surrounding areas,1,Lakshmi Angadi,Female,21,False,1,Pallavi Moger,Female,25,False,True,4,True,Two-Wheeler,245000.0,1,9mm Pistol,False,SIM Swapping,ATM / PoS Terminal,155000.0,True,Real Estate Fraud,13050000.0,Private Corporation,2,2,1,2024-11-19,2024-11-19,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,11,Wednesday,False,Afternoon,1,0,,18-24,18-24,40,310
FIR-2024-BLR-005253,DIST-000001,PS-000059,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-05,01:17:18,2024-11-05,01:30:58,11.728258,-89.290553,Incident reported at Barad Law & Order Police Station regarding Cyber Crime. Eius aut perspiciatis fugit laudantium. Nostrum eaque animi pariatur natus velit repellat. Illo quo libero nostrum fugiat tempore. Tempora omnis ex quos cumque optio vel.,Bengaluru City,13608000,Barad Law & Order Police Station,Law & Order,Barad and surrounding areas,1,Prakash Reddy,Male,46,False,2,Basavaraj Shenoy,Male,34,False,False,3,True,Two-Wheeler,260000.0,2,Machete (Long Blade),False,Unauthorized Access / Hacking,E-Commerce Payment Gateway,167500.0,True,Bank Loan Fraud,13300000.0,Government Department,3,3,2,2024-11-08,2024-11-06,COMPLETED,2,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,11,Tuesday,False,Night,0,2,,35-49,25-34,37,247
FIR-2024-BLR-005254,DIST-000001,PS-000085,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-15,03:09:01,2024-07-16,21:02:39,37.766015,119.308753,Incident reported at Acharya Traffic Police Station regarding Cyber Crime. Beatae laboriosam facilis necessitatibus. Velit architecto occaecati libero eaque quae. Molestias voluptatibus non placeat sed. Nostrum ut autem blanditiis. Sed distinctio nihil eos. Aut ex autem non id. Nobis voluptatibus doloremque.,Bengaluru City,13608000,Acharya Traffic Police Station,Traffic,Acharya and surrounding areas,1,Devaraj Nayak,Male,28,False,1,Anand Joshi,Male,24,False,False,3,True,Four-Wheeler,660000.0,1,Sword / Talwar,False,Social Media Impersonation,Social Media Profile,180000.0,True,Tax Evasion,13550000.0,Private Corporation,3,3,3,2024-07-28,2024-07-19,COMPLETED,9,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,7,Monday,False,Night,1,9,,25-34,18-24,41,309
FIR-2024-BLR-005255,DIST-000001,PS-000056,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-12,11:36:31,2024-04-14,18:04:31,-41.2644235,-149.768471,Incident reported at Dar Law & Order Police Station regarding Cyber Crime. Nostrum eaque quasi mollitia rem. Labore delectus eius esse quod repellat unde. Molestias eius exercitationem facilis nobis porro quasi. Animi earum dolorum amet. Repellendus temporibus voluptas. Quia sapiente hic ullam maiores accusantium magni.,Bengaluru City,13608000,Dar Law & Order Police Station,Law & Order,Dar and surrounding areas,1,Basavaraj Acharya,Male,53,False,2,Vijay Gowda,Male,29,False,False,3,True,Four-Wheeler,675000.0,2,Iron Rod / Crowbar,False,Investment / Crypto Scam,Personal Email Account,192500.0,True,Insider Trading,13800000.0,Government Department,2,2,1,2024-04-15,2024-04-15,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,4,Friday,False,Morning,2,0,,50-64,25-34,45,321
FIR-2024-BLR-005256,DIST-000001,PS-000005,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-05-19,21:02:17,2024-05-19,19:32:00,-78.248111,115.116102,Incident reported at Tara Traffic Police Station regarding Cyber Crime. Ipsum doloremque libero molestias doloremque rerum molestiae. Inventore quae sequi dignissimos qui rerum facilis ullam. Excepturi animi ipsum. Dolores repudiandae recusandae voluptate amet voluptatem. Voluptates quaerat asperiores commodi amet voluptate nesciunt. Repellendus iure vitae repudiandae.,Bengaluru City,13608000,Tara Traffic Police Station,Traffic,Tara and surrounding areas,1,Vijay Naidu,Male,20,False,1,Ganesh Acharya,Male,37,True,False,2,True,Four-Wheeler,690000.0,1,Gelatin Sticks / Detonators,False,Phishing / Vishing,Cryptocurrency Wallet,205000.0,True,Corporate Fraud,14050000.0,Private Corporation,2,2,2,2024-05-24,2024-05-21,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,5,Sunday,True,Night,0,3,,18-24,35-49,45,371
FIR-2024-BLR-005257,DIST-000001,PS-000070,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-12-08,01:24:25,2024-12-09,18:06:40,87.5841225,-120.910715,Incident reported at Krishnan Traffic Police Station regarding Cyber Crime. Ullam hic tenetur. Eligendi ullam aut voluptate sint. Molestias adipisci dolor laboriosam vitae atque ab praesentium. Provident ut aliquam quo quasi. Dolor aperiam culpa iusto quae laborum officiis.,Bengaluru City,13608000,Krishnan Traffic Police Station,Traffic,Krishnan and surrounding areas,1,Mahesh Joshi,Male,57,False,1,Basavaraj Rao,Male,24,False,False,3,True,Four-Wheeler,705000.0,2,0.32 Calibre Revolver,False,UPI Payment Fraud,Mobile Banking Application,217500.0,True,Embezzlement / Misappropriation,14300000.0,Government Department,2,2,3,2024-12-19,2024-12-13,COMPLETED,6,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,12,Sunday,True,Night,1,6,,50-64,18-24,38,274
FIR-2024-BLR-005258,DIST-000001,PS-000055,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-06-16,18:47:23,2024-06-17,09:52:33,73.3127175,76.012044,Incident reported at Shah Law & Order Police Station regarding Cyber Crime. Error minima harum possimus asperiores error. Doloribus excepturi praesentium dolores quam corrupti. Beatae doloribus illum sit quidem perspiciatis enim laudantium. Ex molestias vel quae odio.,Bengaluru City,13608000,Shah Law & Order Police Station,Law & Order,Shah and surrounding areas,1,Anand Kamat,Male,60,False,2,Ravi Bhat,Male,50,False,False,4,True,Auto-Rickshaw,190000.0,1,9mm Pistol,False,Ransomware / Malware,Corporate Cloud Server,230000.0,True,Money Laundering,14550000.0,Private Corporation,3,3,1,2024-06-19,2024-06-19,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,6,Sunday,True,Evening,1,0,,50-64,35-49,37,268
FIR-2024-BLR-005259,DIST-000001,PS-000062,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-06-04,05:37:51,2024-06-04,13:11:00,33.8781245,106.583468,Incident reported at Bedi Economic Offences Police Station regarding Cyber Crime. Ducimus explicabo nulla illo repellat consequatur explicabo. A accusamus aperiam. Tenetur debitis ut architecto. At aliquid iste rerum.,Bengaluru City,13608000,Bedi Economic Offences Police Station,Economic Offences,Bedi and surrounding areas,1,Sunitha Chalavadi,Female,32,False,1,Venkatesh Joshi,Male,57,False,True,3,True,Commercial / LCV,735000.0,2,Machete (Long Blade),False,Identity Theft,ATM / PoS Terminal,242500.0,True,Chit Fund Scam,14800000.0,Government Department,3,2,2,2024-06-11,2024-06-07,COMPLETED,4,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,6,Tuesday,False,Morning,0,4,,25-34,50-64,29,217
FIR-2024-BLR-005260,DIST-000001,PS-000078,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-15,23:36:00,2024-04-15,19:23:11,-43.768157,-26.708455,Incident reported at Bal Law & Order Police Station regarding Cyber Crime. Labore corrupti corporis maiores fugit. Minima mollitia nostrum labore laborum minus animi. Dolor reiciendis enim.,Bengaluru City,13608000,Bal Law & Order Police Station,Law & Order,Bal and surrounding areas,1,Gowri Reddy,Female,65,False,2,Chetan Chalavadi,Male,26,False,False,2,True,Two-Wheeler,165000.0,2,Sword / Talwar,False,SIM Swapping,E-Commerce Payment Gateway,255000.0,True,Real Estate Fraud,15050000.0,Private Corporation,3,3,3,2024-04-23,2024-04-20,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,4,Monday,False,Night,0,3,,50-64,25-34,27,189
FIR-2024-BLR-005261,DIST-000001,PS-000002,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-06-17,02:18:55,2024-06-17,12:44:25,-71.138587,176.024444,Incident reported at Modi Law & Order Police Station regarding Cyber Crime. Eos facere ut maiores autem. Cupiditate doloremque enim. Accusamus recusandae quidem at quidem consectetur officiis non. Ad illo temporibus qui voluptas dolore excepturi.,Bengaluru City,13608000,Modi Law & Order Police Station,Law & Order,Modi and surrounding areas,1,Mahesh Shenoy,Male,57,False,1,Ramesh Patil,Male,33,True,False,3,False,Two-Wheeler,180000.0,1,Wooden Lathi / Club,False,Unauthorized Access / Hacking,Social Media Profile,267500.0,True,Bank Loan Fraud,15300000.0,Government Department,2,2,1,2024-06-20,2024-06-20,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,6,Monday,False,Night,0,0,,50-64,25-34,35,246
